date,family,total_sales,total_promotions,oil_price,is_holiday
2017-05-26,HOME AND KITCHEN II,2313.0,177,49.58,1.0
2017-05-27,HOME AND KITCHEN II,2119.0,179,49.58,
2017-05-28,HOME AND KITCHEN II,2322.0,181,49.58,
2017-05-29,HOME AND KITCHEN II,1721.0,152,49.58,
2017-05-30,HOME AND KITCHEN II,1705.0,151,49.63,
2017-05-31,HOME AND KITCHEN II,2241.0,150,48.29,
2017-06-01,HOME AND KITCHEN II,1519.0,47,48.32,
2017-06-02,HOME AND KITCHEN II,1936.0,73,47.68,
2017-06-03,HOME AND KITCHEN II,2461.0,77,47.68,
2017-06-04,HOME AND KITCHEN II,2507.0,76,47.68,
2017-06-05,HOME AND KITCHEN II,2021.0,77,47.4,
2017-06-06,HOME AND KITCHEN II,1577.0,69,48.13,
2017-06-07,HOME AND KITCHEN II,1970.0,83,45.8,
2017-06-08,HOME AND KITCHEN II,1660.0,69,45.68,
2017-06-09,HOME AND KITCHEN II,1433.0,68,45.82,
2017-06-10,HOME AND KITCHEN II,1818.0,77,45.82,
2017-06-11,HOME AND KITCHEN II,2115.0,75,45.82,
2017-06-12,HOME AND KITCHEN II,1434.0,72,46.1,
2017-06-13,HOME AND KITCHEN II,1312.0,67,46.41,
2017-06-14,HOME AND KITCHEN II,1501.0,72,44.79,
2017-06-15,HOME AND KITCHEN II,1372.0,40,44.47,
2017-06-16,HOME AND KITCHEN II,1328.0,41,44.73,
2017-06-17,HOME AND KITCHEN II,1626.0,46,44.73,
2017-06-18,HOME AND KITCHEN II,1527.0,48,44.73,
2017-06-19,HOME AND KITCHEN II,1349.0,34,44.24,
2017-06-20,HOME AND KITCHEN II,1343.0,48,43.34,
2017-06-21,HOME AND KITCHEN II,1562.0,34,42.48,
2017-06-22,HOME AND KITCHEN II,1196.0,34,42.53,
2017-06-23,HOME AND KITCHEN II,1311.0,37,42.86,1.0
2017-06-24,HOME AND KITCHEN II,1868.0,45,42.86,
2017-06-25,HOME AND KITCHEN II,2689.0,42,42.86,1.0
2017-06-26,HOME AND KITCHEN II,1400.0,38,43.24,
2017-06-27,HOME AND KITCHEN II,1323.0,43,44.25,
2017-06-28,HOME AND KITCHEN II,2004.0,57,44.74,
2017-06-29,HOME AND KITCHEN II,1359.0,56,44.88,
2017-06-30,HOME AND KITCHEN II,1451.0,41,46.02,
2017-07-01,HOME AND KITCHEN II,2188.0,56,46.02,
2017-07-02,HOME AND KITCHEN II,2297.0,54,46.02,
2017-07-03,HOME AND KITCHEN II,1650.0,48,46.02,1.0
2017-07-04,HOME AND KITCHEN II,1576.0,44,46.02,
2017-07-05,HOME AND KITCHEN II,1607.0,47,45.11,
2017-07-06,HOME AND KITCHEN II,1353.0,50,45.52,
2017-07-07,HOME AND KITCHEN II,1582.0,52,44.25,
2017-07-08,HOME AND KITCHEN II,1822.0,46,44.25,
2017-07-09,HOME AND KITCHEN II,2104.0,48,44.25,
2017-07-10,HOME AND KITCHEN II,1511.0,50,44.4,
2017-07-11,HOME AND KITCHEN II,1526.0,41,45.06,
2017-07-12,HOME AND KITCHEN II,1631.0,47,45.48,
2017-07-13,HOME AND KITCHEN II,1179.0,41,46.06,
2017-07-14,HOME AND KITCHEN II,1254.0,16,46.53,
2017-07-15,HOME AND KITCHEN II,1677.0,14,46.53,
2017-07-16,HOME AND KITCHEN II,1807.0,17,46.53,
2017-07-17,HOME AND KITCHEN II,1391.0,16,46.02,
2017-07-18,HOME AND KITCHEN II,1269.0,17,46.4,
2017-07-19,HOME AND KITCHEN II,1314.0,17,47.1,
2017-07-20,HOME AND KITCHEN II,1590.0,20,46.73,
2017-07-21,HOME AND KITCHEN II,1270.0,17,45.78,
2017-07-22,HOME AND KITCHEN II,2176.0,20,45.78,
2017-07-23,HOME AND KITCHEN II,1812.0,19,45.78,1.0
2017-07-24,HOME AND KITCHEN II,1436.0,19,46.21,1.0
2017-07-25,HOME AND KITCHEN II,1326.0,18,47.77,1.0
2017-07-26,HOME AND KITCHEN II,1955.0,30,48.58,
2017-07-27,HOME AND KITCHEN II,1305.0,19,49.05,
2017-07-28,HOME AND KITCHEN II,1399.0,21,49.72,
2017-07-29,HOME AND KITCHEN II,2182.0,21,49.72,
2017-07-30,HOME AND KITCHEN II,2495.0,18,49.72,
2017-07-31,HOME AND KITCHEN II,1809.0,22,50.21,
2017-08-01,HOME AND KITCHEN II,1848.0,24,49.19,
2017-08-02,HOME AND KITCHEN II,1615.0,21,49.6,
2017-08-03,HOME AND KITCHEN II,1389.0,41,49.03,
2017-08-04,HOME AND KITCHEN II,1885.0,45,49.57,
2017-08-05,HOME AND KITCHEN II,1958.0,38,49.57,1.0
2017-08-06,HOME AND KITCHEN II,2238.0,44,49.57,
2017-08-07,HOME AND KITCHEN II,1778.0,44,49.37,
2017-08-08,HOME AND KITCHEN II,1804.0,42,49.07,
2017-08-09,HOME AND KITCHEN II,1570.0,68,49.59,
2017-08-10,HOME AND KITCHEN II,1146.0,61,48.54,1.0
2017-08-11,HOME AND KITCHEN II,1504.0,65,48.81,1.0
2017-08-12,HOME AND KITCHEN II,1504.0,73,48.81,
2017-08-13,HOME AND KITCHEN II,1625.0,71,48.81,
2017-08-14,HOME AND KITCHEN II,1668.0,65,47.59,
2017-08-15,HOME AND KITCHEN II,1448.0,67,47.57,1.0
2013-01-01,HOME APPLIANCES,0.0,0,93.14,1.0
2013-01-02,HOME APPLIANCES,21.0,0,93.14,
2013-01-03,HOME APPLIANCES,15.0,0,92.97,
2013-01-04,HOME APPLIANCES,13.0,0,93.12,
2013-01-05,HOME APPLIANCES,11.0,0,93.12,1.0
2013-01-06,HOME APPLIANCES,17.0,0,93.12,
2013-01-07,HOME APPLIANCES,12.0,0,93.2,
2013-01-08,HOME APPLIANCES,9.0,0,93.21,
2013-01-09,HOME APPLIANCES,11.0,0,93.08,
2013-01-10,HOME APPLIANCES,6.0,0,93.81,
2013-01-11,HOME APPLIANCES,12.0,0,93.6,
2013-01-12,HOME APPLIANCES,12.0,0,93.6,1.0
2013-01-13,HOME APPLIANCES,14.0,0,93.6,
2013-01-14,HOME APPLIANCES,4.0,0,94.27,
2013-01-15,HOME APPLIANCES,6.0,0,93.26,
2013-01-16,HOME APPLIANCES,3.0,0,94.28,
2013-01-17,HOME APPLIANCES,3.0,0,95.49,
2013-01-18,HOME APPLIANCES,3.0,0,95.61,
2013-01-19,HOME APPLIANCES,4.0,0,95.61,
2013-01-20,HOME APPLIANCES,3.0,0,95.61,
2013-01-21,HOME APPLIANCES,4.0,0,95.61,
2013-01-22,HOME APPLIANCES,0.0,0,96.09,
2013-01-23,HOME APPLIANCES,2.0,0,95.06,
2013-01-24,HOME APPLIANCES,2.0,0,95.35,
2013-01-25,HOME APPLIANCES,3.0,0,95.15,
2013-01-26,HOME APPLIANCES,6.0,0,95.15,
2013-01-27,HOME APPLIANCES,4.0,0,95.15,
2013-01-28,HOME APPLIANCES,2.0,0,95.95,
2013-01-29,HOME APPLIANCES,1.0,0,97.62,
2013-01-30,HOME APPLIANCES,3.0,0,97.98,
2013-01-31,HOME APPLIANCES,4.0,0,97.65,
2013-02-01,HOME APPLIANCES,3.0,0,97.46,
2013-02-02,HOME APPLIANCES,0.0,0,97.46,
2013-02-03,HOME APPLIANCES,7.0,0,97.46,
2013-02-04,HOME APPLIANCES,1.0,0,96.21,
2013-02-05,HOME APPLIANCES,0.0,0,96.68,
2013-02-06,HOME APPLIANCES,3.0,0,96.44,
2013-02-07,HOME APPLIANCES,3.0,0,95.84,
2013-02-08,HOME APPLIANCES,3.0,0,95.71,
2013-02-09,HOME APPLIANCES,3.0,0,95.71,
2013-02-10,HOME APPLIANCES,3.0,0,95.71,
2013-02-11,HOME APPLIANCES,1.0,0,97.01,1.0
2013-02-12,HOME APPLIANCES,3.0,0,97.48,1.0
2013-02-13,HOME APPLIANCES,1.0,0,97.03,
2013-02-14,HOME APPLIANCES,2.0,0,97.3,
2013-02-15,HOME APPLIANCES,1.0,0,95.95,
2013-02-16,HOME APPLIANCES,3.0,0,95.95,
2013-02-17,HOME APPLIANCES,1.0,0,95.95,
2013-02-18,HOME APPLIANCES,2.0,0,95.95,
2013-02-19,HOME APPLIANCES,1.0,0,96.69,
2013-02-20,HOME APPLIANCES,3.0,0,94.92,
2013-02-21,HOME APPLIANCES,1.0,0,92.79,
2013-02-22,HOME APPLIANCES,1.0,0,93.12,
2013-02-23,HOME APPLIANCES,4.0,0,93.12,
2013-02-24,HOME APPLIANCES,12.0,0,93.12,
2013-02-25,HOME APPLIANCES,7.0,0,92.74,
2013-02-26,HOME APPLIANCES,13.0,0,92.63,
2013-02-27,HOME APPLIANCES,19.0,0,92.84,
2013-02-28,HOME APPLIANCES,18.0,0,92.03,
2013-03-01,HOME APPLIANCES,25.0,0,90.71,
2013-03-02,HOME APPLIANCES,53.0,0,90.71,1.0
2013-03-03,HOME APPLIANCES,59.0,0,90.71,
2013-03-04,HOME APPLIANCES,30.0,0,90.13,
2013-03-05,HOME APPLIANCES,45.0,0,90.88,
2013-03-06,HOME APPLIANCES,43.0,0,90.47,
2013-03-07,HOME APPLIANCES,29.0,0,91.53,
2013-03-08,HOME APPLIANCES,30.0,0,92.01,
2013-03-09,HOME APPLIANCES,36.0,0,92.01,
2013-03-10,HOME APPLIANCES,47.0,0,92.01,
2013-03-11,HOME APPLIANCES,36.0,0,92.07,
2013-03-12,HOME APPLIANCES,30.0,0,92.44,
2013-03-13,HOME APPLIANCES,42.0,0,92.47,
2013-03-14,HOME APPLIANCES,27.0,0,93.03,
2013-03-15,HOME APPLIANCES,24.0,0,93.49,
2013-03-16,HOME APPLIANCES,37.0,0,93.49,
2013-03-17,HOME APPLIANCES,41.0,0,93.49,
2013-03-18,HOME APPLIANCES,31.0,0,93.71,
2013-03-19,HOME APPLIANCES,24.0,0,92.44,
2013-03-20,HOME APPLIANCES,37.0,0,93.21,
2013-03-21,HOME APPLIANCES,22.0,0,92.46,
2013-03-22,HOME APPLIANCES,29.0,0,93.41,
2013-03-23,HOME APPLIANCES,49.0,0,93.41,
2013-03-24,HOME APPLIANCES,42.0,0,93.41,
2013-03-25,HOME APPLIANCES,37.0,0,94.55,
2013-03-26,HOME APPLIANCES,28.0,0,95.99,
2013-03-27,HOME APPLIANCES,26.0,0,96.53,
2013-03-28,HOME APPLIANCES,35.0,0,97.24,
2013-03-29,HOME APPLIANCES,32.0,0,97.24,
2013-03-30,HOME APPLIANCES,46.0,0,97.24,
2013-03-31,HOME APPLIANCES,65.0,0,97.24,
2013-04-01,HOME APPLIANCES,35.0,0,97.1,1.0
2013-04-02,HOME APPLIANCES,30.0,0,97.23,
2013-04-03,HOME APPLIANCES,41.0,0,95.02,
2013-04-04,HOME APPLIANCES,18.0,0,93.26,
2013-04-05,HOME APPLIANCES,36.0,0,92.76,
2013-04-06,HOME APPLIANCES,32.0,0,92.76,
2013-04-07,HOME APPLIANCES,50.0,0,92.76,
2013-04-08,HOME APPLIANCES,39.0,0,93.36,
2013-04-09,HOME APPLIANCES,31.0,0,94.18,
2013-04-10,HOME APPLIANCES,27.0,0,94.59,
2013-04-11,HOME APPLIANCES,25.0,0,93.44,
2013-04-12,HOME APPLIANCES,29.0,0,91.23,1.0
2013-04-13,HOME APPLIANCES,46.0,0,91.23,
2013-04-14,HOME APPLIANCES,45.0,0,91.23,1.0
2013-04-15,HOME APPLIANCES,41.0,0,88.75,
2013-04-16,HOME APPLIANCES,37.0,0,88.73,
2013-04-17,HOME APPLIANCES,34.0,0,86.65,
2013-04-18,HOME APPLIANCES,26.0,0,87.83,
2013-04-19,HOME APPLIANCES,34.0,0,88.04,
2013-04-20,HOME APPLIANCES,46.0,0,88.04,
2013-04-21,HOME APPLIANCES,52.0,0,88.04,1.0
2013-04-22,HOME APPLIANCES,38.0,0,88.81,
2013-04-23,HOME APPLIANCES,19.0,0,89.21,
2013-04-24,HOME APPLIANCES,36.0,0,91.07,
2013-04-25,HOME APPLIANCES,20.0,0,93.27,
2013-04-26,HOME APPLIANCES,27.0,0,92.63,
2013-04-27,HOME APPLIANCES,42.0,0,92.63,
2013-04-28,HOME APPLIANCES,47.0,0,92.63,
2013-04-29,HOME APPLIANCES,46.0,0,94.09,1.0
2013-04-30,HOME APPLIANCES,38.0,0,93.22,
2013-05-01,HOME APPLIANCES,53.0,0,90.74,1.0
2013-05-02,HOME APPLIANCES,26.0,0,93.7,
2013-05-03,HOME APPLIANCES,38.0,0,95.25,
2013-05-04,HOME APPLIANCES,39.0,0,95.25,
2013-05-05,HOME APPLIANCES,52.0,0,95.25,
2013-05-06,HOME APPLIANCES,23.0,0,95.8,
2013-05-07,HOME APPLIANCES,29.0,0,95.28,
2013-05-08,HOME APPLIANCES,32.0,0,96.24,
2013-05-09,HOME APPLIANCES,24.0,0,96.09,
2013-05-10,HOME APPLIANCES,27.0,0,95.81,
2013-05-11,HOME APPLIANCES,49.0,0,95.81,1.0
2013-05-12,HOME APPLIANCES,26.0,0,95.81,1.0
2013-05-13,HOME APPLIANCES,39.0,0,94.76,
2013-05-14,HOME APPLIANCES,41.0,0,93.96,
2013-05-15,HOME APPLIANCES,31.0,0,93.95,
2013-05-16,HOME APPLIANCES,24.0,0,94.85,
2013-05-17,HOME APPLIANCES,30.0,0,95.72,
2013-05-18,HOME APPLIANCES,45.0,0,95.72,
2013-05-19,HOME APPLIANCES,67.0,0,95.72,
2013-05-20,HOME APPLIANCES,24.0,0,96.29,
2013-05-21,HOME APPLIANCES,28.0,0,95.55,
2013-05-22,HOME APPLIANCES,25.0,0,93.98,
2013-05-23,HOME APPLIANCES,35.0,0,94.12,
2013-05-24,HOME APPLIANCES,26.0,0,93.84,1.0
2013-05-25,HOME APPLIANCES,38.0,0,93.84,
2013-05-26,HOME APPLIANCES,50.0,0,93.84,
2013-05-27,HOME APPLIANCES,25.0,0,93.84,
2013-05-28,HOME APPLIANCES,22.0,0,94.65,
2013-05-29,HOME APPLIANCES,31.0,0,93.13,
2013-05-30,HOME APPLIANCES,25.0,0,93.57,
2013-05-31,HOME APPLIANCES,22.0,0,91.93,
2013-06-01,HOME APPLIANCES,45.0,0,91.93,
2013-06-02,HOME APPLIANCES,46.0,0,91.93,
2013-06-03,HOME APPLIANCES,38.0,0,93.41,
2013-06-04,HOME APPLIANCES,34.0,0,93.36,
2013-06-05,HOME APPLIANCES,35.0,0,93.66,
2013-06-06,HOME APPLIANCES,29.0,0,94.71,
2013-06-07,HOME APPLIANCES,18.0,0,96.11,
2013-06-08,HOME APPLIANCES,31.0,0,96.11,
2013-06-09,HOME APPLIANCES,48.0,0,96.11,
2013-06-10,HOME APPLIANCES,36.0,0,95.82,
2013-06-11,HOME APPLIANCES,18.0,0,95.5,
2013-06-12,HOME APPLIANCES,40.0,0,95.98,
2013-06-13,HOME APPLIANCES,28.0,0,96.66,
2013-06-14,HOME APPLIANCES,28.0,0,97.83,
2013-06-15,HOME APPLIANCES,47.0,0,97.83,
2013-06-16,HOME APPLIANCES,52.0,0,97.83,
2013-06-17,HOME APPLIANCES,35.0,0,97.86,
2013-06-18,HOME APPLIANCES,26.0,0,98.46,
2013-06-19,HOME APPLIANCES,28.0,0,98.24,
2013-06-20,HOME APPLIANCES,22.0,0,94.89,
2013-06-21,HOME APPLIANCES,20.0,0,93.81,
2013-06-22,HOME APPLIANCES,35.0,0,93.81,
2013-06-23,HOME APPLIANCES,42.0,0,93.81,1.0
2013-06-24,HOME APPLIANCES,30.0,0,95.07,
2013-06-25,HOME APPLIANCES,24.0,0,95.25,1.0
2013-06-26,HOME APPLIANCES,25.0,0,95.47,
2013-06-27,HOME APPLIANCES,18.0,0,97.0,
2013-06-28,HOME APPLIANCES,24.0,0,96.36,
2013-06-29,HOME APPLIANCES,53.0,0,96.36,
2013-06-30,HOME APPLIANCES,44.0,0,96.36,
2013-07-01,HOME APPLIANCES,29.0,0,97.94,
2013-07-02,HOME APPLIANCES,33.0,0,99.65,
2013-07-03,HOME APPLIANCES,25.0,0,101.92,1.0
2013-07-04,HOME APPLIANCES,19.0,0,101.92,
2013-07-05,HOME APPLIANCES,19.0,0,103.09,
2013-07-06,HOME APPLIANCES,45.0,0,103.09,
2013-07-07,HOME APPLIANCES,49.0,0,103.09,
2013-07-08,HOME APPLIANCES,24.0,0,103.03,
2013-07-09,HOME APPLIANCES,34.0,0,103.46,
2013-07-10,HOME APPLIANCES,17.0,0,106.41,
2013-07-11,HOME APPLIANCES,24.0,0,104.77,
2013-07-12,HOME APPLIANCES,25.0,0,105.85,
2013-07-13,HOME APPLIANCES,30.0,0,105.85,
2013-07-14,HOME APPLIANCES,24.0,0,105.85,
2013-07-15,HOME APPLIANCES,30.0,0,106.2,
2013-07-16,HOME APPLIANCES,23.0,0,105.88,
2013-07-17,HOME APPLIANCES,27.0,0,106.39,
2013-07-18,HOME APPLIANCES,29.0,0,107.94,
2013-07-19,HOME APPLIANCES,20.0,0,108.0,
2013-07-20,HOME APPLIANCES,33.0,0,108.0,
2013-07-21,HOME APPLIANCES,42.0,0,108.0,
2013-07-22,HOME APPLIANCES,17.0,0,106.61,
2013-07-23,HOME APPLIANCES,22.0,0,107.13,1.0
2013-07-24,HOME APPLIANCES,29.0,0,105.41,1.0
2013-07-25,HOME APPLIANCES,22.0,0,105.47,1.0
2013-07-26,HOME APPLIANCES,26.0,0,104.76,
2013-07-27,HOME APPLIANCES,33.0,0,104.76,
2013-07-28,HOME APPLIANCES,31.0,0,104.76,
2013-07-29,HOME APPLIANCES,18.0,0,104.61,
2013-07-30,HOME APPLIANCES,15.0,0,103.14,
2013-07-31,HOME APPLIANCES,32.0,0,105.1,
2013-08-01,HOME APPLIANCES,31.0,0,107.93,
2013-08-02,HOME APPLIANCES,23.0,0,106.94,
2013-08-03,HOME APPLIANCES,36.0,0,106.94,
2013-08-04,HOME APPLIANCES,42.0,0,106.94,
2013-08-05,HOME APPLIANCES,27.0,0,106.61,1.0
2013-08-06,HOME APPLIANCES,29.0,0,105.32,
2013-08-07,HOME APPLIANCES,27.0,0,104.41,
2013-08-08,HOME APPLIANCES,28.0,0,103.45,
2013-08-09,HOME APPLIANCES,14.0,0,106.04,
2013-08-10,HOME APPLIANCES,44.0,0,106.04,1.0
2013-08-11,HOME APPLIANCES,44.0,0,106.04,
2013-08-12,HOME APPLIANCES,25.0,0,106.19,
2013-08-13,HOME APPLIANCES,32.0,0,106.78,
2013-08-14,HOME APPLIANCES,24.0,0,106.89,
2013-08-15,HOME APPLIANCES,26.0,0,107.43,1.0
2013-08-16,HOME APPLIANCES,27.0,0,107.58,
2013-08-17,HOME APPLIANCES,45.0,0,107.58,
2013-08-18,HOME APPLIANCES,33.0,0,107.58,
2013-08-19,HOME APPLIANCES,28.0,0,107.14,
2013-08-20,HOME APPLIANCES,26.0,0,104.9,
2013-08-21,HOME APPLIANCES,31.0,0,103.93,
2013-08-22,HOME APPLIANCES,16.0,0,104.93,
2013-08-23,HOME APPLIANCES,23.0,0,106.48,
2013-08-24,HOME APPLIANCES,33.0,0,106.48,1.0
2013-08-25,HOME APPLIANCES,26.0,0,106.48,
2013-08-26,HOME APPLIANCES,27.0,0,105.88,
2013-08-27,HOME APPLIANCES,19.0,0,109.11,
2013-08-28,HOME APPLIANCES,26.0,0,110.17,
2013-08-29,HOME APPLIANCES,22.0,0,108.51,
2013-08-30,HOME APPLIANCES,17.0,0,107.98,
2013-08-31,HOME APPLIANCES,29.0,0,107.98,
2013-09-01,HOME APPLIANCES,37.0,0,107.98,
2013-09-02,HOME APPLIANCES,29.0,0,107.98,
2013-09-03,HOME APPLIANCES,40.0,0,108.67,
2013-09-04,HOME APPLIANCES,29.0,0,107.29,
2013-09-05,HOME APPLIANCES,28.0,0,108.5,
2013-09-06,HOME APPLIANCES,22.0,0,110.62,
2013-09-07,HOME APPLIANCES,33.0,0,110.62,
2013-09-08,HOME APPLIANCES,43.0,0,110.62,
2013-09-09,HOME APPLIANCES,28.0,0,109.62,
2013-09-10,HOME APPLIANCES,21.0,0,107.48,
2013-09-11,HOME APPLIANCES,32.0,0,107.65,
2013-09-12,HOME APPLIANCES,24.0,0,108.72,
2013-09-13,HOME APPLIANCES,33.0,0,108.31,
2013-09-14,HOME APPLIANCES,44.0,0,108.31,
2013-09-15,HOME APPLIANCES,45.0,0,108.31,
2013-09-16,HOME APPLIANCES,33.0,0,106.54,
2013-09-17,HOME APPLIANCES,20.0,0,105.36,
2013-09-18,HOME APPLIANCES,25.0,0,108.23,
2013-09-19,HOME APPLIANCES,18.0,0,106.26,
2013-09-20,HOME APPLIANCES,35.0,0,104.7,
2013-09-21,HOME APPLIANCES,44.0,0,104.7,
2013-09-22,HOME APPLIANCES,36.0,0,104.7,
2013-09-23,HOME APPLIANCES,31.0,0,103.62,
2013-09-24,HOME APPLIANCES,26.0,0,103.22,
2013-09-25,HOME APPLIANCES,23.0,0,102.68,
2013-09-26,HOME APPLIANCES,19.0,0,103.1,
2013-09-27,HOME APPLIANCES,21.0,0,102.86,
2013-09-28,HOME APPLIANCES,32.0,0,102.86,1.0
2013-09-29,HOME APPLIANCES,38.0,0,102.86,
2013-09-30,HOME APPLIANCES,20.0,0,102.36,
2013-10-01,HOME APPLIANCES,30.0,0,102.09,
2013-10-02,HOME APPLIANCES,33.0,0,104.15,
2013-10-03,HOME APPLIANCES,29.0,0,103.29,
2013-10-04,HOME APPLIANCES,25.0,0,103.83,
2013-10-05,HOME APPLIANCES,34.0,0,103.83,
2013-10-06,HOME APPLIANCES,48.0,0,103.83,
2013-10-07,HOME APPLIANCES,26.0,0,103.07,1.0
2013-10-08,HOME APPLIANCES,25.0,0,103.54,
2013-10-09,HOME APPLIANCES,24.0,0,101.63,1.0
2013-10-10,HOME APPLIANCES,19.0,0,103.08,
2013-10-11,HOME APPLIANCES,33.0,0,102.17,1.0
2013-10-12,HOME APPLIANCES,38.0,0,102.17,
2013-10-13,HOME APPLIANCES,50.0,0,102.17,
2013-10-14,HOME APPLIANCES,26.0,0,102.46,
2013-10-15,HOME APPLIANCES,24.0,0,101.15,
2013-10-16,HOME APPLIANCES,25.0,0,102.34,
2013-10-17,HOME APPLIANCES,24.0,0,100.72,
2013-10-18,HOME APPLIANCES,19.0,0,100.87,
2013-10-19,HOME APPLIANCES,36.0,0,100.87,
2013-10-20,HOME APPLIANCES,32.0,0,100.87,
2013-10-21,HOME APPLIANCES,21.0,0,99.28,
2013-10-22,HOME APPLIANCES,19.0,0,97.63,
2013-10-23,HOME APPLIANCES,13.0,0,96.9,
2013-10-24,HOME APPLIANCES,14.0,0,96.65,
2013-10-25,HOME APPLIANCES,11.0,0,97.4,
2013-10-26,HOME APPLIANCES,17.0,0,97.4,
2013-10-27,HOME APPLIANCES,24.0,0,97.4,
2013-10-28,HOME APPLIANCES,11.0,0,98.74,
2013-10-29,HOME APPLIANCES,17.0,0,98.29,
2013-10-30,HOME APPLIANCES,19.0,0,96.81,
2013-10-31,HOME APPLIANCES,26.0,0,96.29,
2013-11-01,HOME APPLIANCES,27.0,0,94.56,
2013-11-02,HOME APPLIANCES,36.0,0,94.56,1.0
2013-11-03,HOME APPLIANCES,47.0,0,94.56,1.0
2013-11-04,HOME APPLIANCES,34.0,0,94.58,
2013-11-05,HOME APPLIANCES,35.0,0,93.4,
2013-11-06,HOME APPLIANCES,34.0,0,94.74,1.0
2013-11-07,HOME APPLIANCES,23.0,0,94.25,1.0
2013-11-08,HOME APPLIANCES,17.0,0,94.56,
2013-11-09,HOME APPLIANCES,40.0,0,94.56,
2013-11-10,HOME APPLIANCES,39.0,0,94.56,1.0
2013-11-11,HOME APPLIANCES,26.0,0,95.13,1.0
2013-11-12,HOME APPLIANCES,18.0,0,93.12,1.0
2013-11-13,HOME APPLIANCES,23.0,0,93.91,
2013-11-14,HOME APPLIANCES,20.0,0,93.76,
2013-11-15,HOME APPLIANCES,17.0,0,93.8,
2013-11-16,HOME APPLIANCES,36.0,0,93.8,
2013-11-17,HOME APPLIANCES,61.0,0,93.8,
2013-11-18,HOME APPLIANCES,27.0,0,93.03,
2013-11-19,HOME APPLIANCES,26.0,0,93.35,
2013-11-20,HOME APPLIANCES,21.0,0,93.34,
2013-11-21,HOME APPLIANCES,18.0,0,95.35,
2013-11-22,HOME APPLIANCES,20.0,0,94.53,
2013-11-23,HOME APPLIANCES,47.0,0,94.53,
2013-11-24,HOME APPLIANCES,37.0,0,94.53,
2013-11-25,HOME APPLIANCES,24.0,0,93.86,
2013-11-26,HOME APPLIANCES,21.0,0,93.41,
2013-11-27,HOME APPLIANCES,27.0,0,92.05,
2013-11-28,HOME APPLIANCES,18.0,0,92.05,
2013-11-29,HOME APPLIANCES,32.0,0,92.55,
2013-11-30,HOME APPLIANCES,29.0,0,92.55,
2013-12-01,HOME APPLIANCES,45.0,0,92.55,
2013-12-02,HOME APPLIANCES,39.0,0,93.61,
2013-12-03,HOME APPLIANCES,26.0,0,95.83,
2013-12-04,HOME APPLIANCES,25.0,0,96.97,
2013-12-05,HOME APPLIANCES,30.0,0,97.14,1.0
2013-12-06,HOME APPLIANCES,25.0,0,97.48,1.0
2013-12-07,HOME APPLIANCES,48.0,0,97.48,
2013-12-08,HOME APPLIANCES,46.0,0,97.48,1.0
2013-12-09,HOME APPLIANCES,31.0,0,97.1,
2013-12-10,HOME APPLIANCES,22.0,0,98.32,
2013-12-11,HOME APPLIANCES,37.0,0,97.25,
2013-12-12,HOME APPLIANCES,14.0,0,97.21,
2013-12-13,HOME APPLIANCES,22.0,0,96.27,
2013-12-14,HOME APPLIANCES,32.0,0,96.27,
2013-12-15,HOME APPLIANCES,31.0,0,96.27,
2013-12-16,HOME APPLIANCES,28.0,0,97.18,
2013-12-17,HOME APPLIANCES,28.0,0,96.99,
2013-12-18,HOME APPLIANCES,18.0,0,97.59,
2013-12-19,HOME APPLIANCES,22.0,0,98.4,
2013-12-20,HOME APPLIANCES,23.0,0,99.11,
2013-12-21,HOME APPLIANCES,26.0,0,99.11,1.0
2013-12-22,HOME APPLIANCES,37.0,0,99.11,1.0
2013-12-23,HOME APPLIANCES,29.0,0,98.62,1.0
2013-12-24,HOME APPLIANCES,23.0,0,98.87,1.0
2013-12-26,HOME APPLIANCES,45.0,0,99.18,1.0
2013-12-27,HOME APPLIANCES,27.0,0,99.94,
2013-12-28,HOME APPLIANCES,28.0,0,99.94,
2013-12-29,HOME APPLIANCES,34.0,0,99.94,
2013-12-30,HOME APPLIANCES,35.0,0,98.9,
2013-12-31,HOME APPLIANCES,16.0,0,98.17,1.0
2014-01-01,HOME APPLIANCES,0.0,0,98.17,1.0
2014-01-02,HOME APPLIANCES,44.0,0,95.14,
2014-01-03,HOME APPLIANCES,18.0,0,93.66,
2014-01-04,HOME APPLIANCES,31.0,0,93.66,
2014-01-05,HOME APPLIANCES,40.0,0,93.66,
2014-01-06,HOME APPLIANCES,30.0,0,93.12,
2014-01-07,HOME APPLIANCES,31.0,0,93.31,
2014-01-08,HOME APPLIANCES,23.0,0,91.9,
2014-01-09,HOME APPLIANCES,17.0,0,91.36,
2014-01-10,HOME APPLIANCES,24.0,0,92.39,
2014-01-11,HOME APPLIANCES,34.0,0,92.39,
2014-01-12,HOME APPLIANCES,33.0,0,92.39,
2014-01-13,HOME APPLIANCES,29.0,0,91.45,
2014-01-14,HOME APPLIANCES,17.0,0,92.15,
2014-01-15,HOME APPLIANCES,30.0,0,93.78,
2014-01-16,HOME APPLIANCES,29.0,0,93.54,
2014-01-17,HOME APPLIANCES,27.0,0,93.96,
2014-01-18,HOME APPLIANCES,25.0,0,93.96,
2014-01-19,HOME APPLIANCES,37.0,0,93.96,
2014-01-20,HOME APPLIANCES,27.0,0,93.96,
2014-01-21,HOME APPLIANCES,23.0,0,94.51,
